drug,drug_inn,disease,mechanism_target,terminal_relation,mechanism_strength,composite_confidence,pubmed_comentions,pubmed_drug_in_cancer,novelty_class,known_cheap_generic,any_trial_or_paper_found,verdict_WORTH_READING_TRIED_WRONG,checker_note,target_zone
Bosutinib,Bosutinib,CML,ABL1,associated_with,co-occurrence,0.8,416,186,WELL_STUDIED_PAIR,,,,,
Bosutinib,Bosutinib,GIST,ABL1,associated_with,co-occurrence,0.8,2,186,KNOWN_DRUG_NEW_CANCER,,,,,
Pembrolizumab,Pembrolizumab,RCC,PDCD1,associated_with,co-occurrence,0.792,335,8884,WELL_STUDIED_PAIR,,,,,
Pralsetinib,Pralsetinib,Colorectal_Cancer,RET,associated_with,co-occurrence,0.792,2,255,KNOWN_DRUG_NEW_CANCER,,,,,
Pralsetinib,Pralsetinib,GIST,RET,associated_with,co-occurrence,0.792,0,255,KNOWN_DRUG_NEW_CANCER,,,,,
Pralsetinib,Pralsetinib,HCC,RET,associated_with,co-occurrence,0.792,0,255,KNOWN_DRUG_NEW_CANCER,,,,,
Selpercatinib,Selpercatinib,Colorectal_Cancer,RET,associated_with,co-occurrence,0.792,7,420,KNOWN_DRUG_NEW_CANCER,,,,,
Selpercatinib,Selpercatinib,GIST,RET,associated_with,co-occurrence,0.792,0,420,KNOWN_DRUG_NEW_CANCER,,,,,
Selpercatinib,Selpercatinib,HCC,RET,associated_with,co-occurrence,0.792,1,420,KNOWN_DRUG_NEW_CANCER,,,,,
Osimertinib,Osimertinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.784,21,3639,KNOWN_DRUG_NEW_CANCER,,,,,
Osimertinib,Osimertinib,Breast_Cancer,EGFR,associated_with,co-occurrence,0.784,53,3639,WELL_STUDIED_PAIR,,,,,
Trastuzumab,Trastuzumab,NSCLC,ERBB2,associated_with,co-occurrence,0.784,247,13870,WELL_STUDIED_PAIR,,,,,
Trastuzumab_deruxtecan,Trastuzumab_deruxtecan,NSCLC,ERBB2,associated_with,co-occurrence,0.784,144,1380,WELL_STUDIED_PAIR,,,,,
Trametinib,Trametinib,AML,MEK1,associated_with,co-occurrence,0.784,28,1309,WELL_STUDIED_PAIR,,,,,
Cisplatin,Cisplatin,Ovarian_Cancer,TP53,associated_with,co-occurrence,0.782,5965,51127,WELL_STUDIED_PAIR,YES,,,,
Amivantamab,Amivantamab,HCC,MET,associated_with,co-occurrence,0.78,0,319,KNOWN_DRUG_NEW_CANCER,,,,,
Beperminogene Perplasmid,Beperminogene Perplasmid,HCC,MET,associated_with,co-occurrence,0.78,0,0,UNEXPLORED_DRUG,,,,,
Avapritinib,Avapritinib,Glioblastoma,PDGFRA,associated_with,co-occurrence,0.78,1,30,UNEXPLORED_DRUG,,,,,
Encorafenib,Encorafenib,RCC,BRAF,associated_with,co-occurrence,0.776,0,300,KNOWN_DRUG_NEW_CANCER,,,,,
Vemurafenib,Vemurafenib,RCC,BRAF,associated_with,co-occurrence,0.776,0,951,KNOWN_DRUG_NEW_CANCER,,,,,
Erlotinib,Erlotinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.776,171,6432,WELL_STUDIED_PAIR,,,,,
Erlotinib,Erlotinib,Breast_Cancer,EGFR,associated_with,co-occurrence,0.776,386,6432,WELL_STUDIED_PAIR,,,,,
Adagrasib,Adagrasib,AML,KRAS,associated_with,co-occurrence,0.776,0,294,KNOWN_DRUG_NEW_CANCER,,,,,
Sotorasib,Sotorasib,AML,KRAS,associated_with,co-occurrence,0.776,2,509,KNOWN_DRUG_NEW_CANCER,,,,,
Afatinib,Afatinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.776,40,2051,WELL_STUDIED_PAIR,,,,,
Oxaliplatin,Oxaliplatin,Ovarian_Cancer,TP53,associated_with,co-occurrence,0.7728,273,13815,WELL_STUDIED_PAIR,YES,,,,
Dabrafenib,Dabrafenib,RCC,BRAF,associated_with,co-occurrence,0.768,1,836,KNOWN_DRUG_NEW_CANCER,,,,,
Everolimus,Everolimus,AML,MTOR,associated_with,co-occurrence,0.768,77,2310,WELL_STUDIED_PAIR,,,,,
Everolimus,Everolimus,Breast_Cancer,MTOR,associated_with,co-occurrence,0.768,863,2310,WELL_STUDIED_PAIR,,,,,
Gefitinib,Gefitinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.768,174,6742,WELL_STUDIED_PAIR,,,,,
Gefitinib,Gefitinib,Breast_Cancer,EGFR,associated_with,co-occurrence,0.768,517,6742,WELL_STUDIED_PAIR,,,,,
Imatinib,Imatinib,RCC,KIT,associated_with,co-occurrence,0.768,39,2935,WELL_STUDIED_PAIR,YES,,,,
Cisplatin,Cisplatin,NSCLC,TP53,associated_with,co-occurrence,0.765,4960,51127,WELL_STUDIED_PAIR,YES,,,,
Venetoclax,Venetoclax,AML,BCL2,associated_with,co-occurrence,0.7644,1794,713,WELL_STUDIED_PAIR,,,,,
Capmatinib,Capmatinib,HCC,MET,associated_with,co-occurrence,0.7644,11,228,KNOWN_DRUG_NEW_CANCER,,,,,
Tepotinib,Tepotinib,HCC,MET,associated_with,co-occurrence,0.7644,8,198,KNOWN_DRUG_NEW_CANCER,,,,,
Carboplatin,Carboplatin,Ovarian_Cancer,TP53,associated_with,co-occurrence,0.7636,3230,13940,WELL_STUDIED_PAIR,YES,,,,
Temsirolimus,Temsirolimus,AML,MTOR,associated_with,co-occurrence,0.76,9,710,KNOWN_DRUG_NEW_CANCER,,,,,
Temsirolimus,Temsirolimus,Breast_Cancer,MTOR,associated_with,co-occurrence,0.76,81,710,WELL_STUDIED_PAIR,,,,,
Cetuximab,Cetuximab,Breast_Cancer,EGFR,associated_with,co-occurrence,0.76,272,6937,WELL_STUDIED_PAIR,,,,,
Oxaliplatin,Oxaliplatin,NSCLC,TP53,associated_with,co-occurrence,0.756,113,13815,WELL_STUDIED_PAIR,YES,,,,
Lapatinib,Lapatinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.752,86,2862,WELL_STUDIED_PAIR,,,,,
Sunitinib,Sunitinib,CML,KIT,associated_with,co-occurrence,0.752,19,3237,KNOWN_DRUG_NEW_CANCER,,,,,
Aflibercept,Aflibercept,Colorectal_Cancer,VEGFA,associated_with,co-occurrence,0.75,298,490,WELL_STUDIED_PAIR,,,,,
Bevacizumab Gamma,Bevacizumab Gamma,Colorectal_Cancer,VEGFA,associated_with,co-occurrence,0.75,0,0,UNEXPLORED_DRUG,,,,,
Brolucizumab,Brolucizumab,Colorectal_Cancer,VEGFA,associated_with,co-occurrence,0.75,1,9,UNEXPLORED_DRUG,,,,,
Faricimab,Faricimab,Colorectal_Cancer,VEGFA,associated_with,co-occurrence,0.75,0,6,UNEXPLORED_DRUG,,,,,
Ibalizumab,Ibalizumab,NSCLC,CD4,associated_with,co-occurrence,0.75,0,5,UNEXPLORED_DRUG,,,,,
Avapritinib,Avapritinib,AML,KIT,associated_with,co-occurrence,0.75,12,30,UNEXPLORED_DRUG,,,,,
Dasatinib Anhydrous,Dasatinib,AML,KIT,associated_with,co-occurrence,0.75,108,1413,WELL_STUDIED_PAIR,,,,,
Cisplatin,Cisplatin,Colorectal_Cancer,TP53,associated_with,co-occurrence,0.748,856,51127,WELL_STUDIED_PAIR,YES,,,,
Carboplatin,Carboplatin,NSCLC,TP53,associated_with,co-occurrence,0.747,2409,13940,WELL_STUDIED_PAIR,YES,,,,
Oxaliplatin,Oxaliplatin,Colorectal_Cancer,TP53,associated_with,co-occurrence,0.7392,6332,13815,WELL_STUDIED_PAIR,YES,,,,
Imatinib,Imatinib,Glioblastoma,PDGFRA,associated_with,co-occurrence,0.7332,107,2935,WELL_STUDIED_PAIR,YES,,,,
Carboplatin,Carboplatin,Colorectal_Cancer,TP53,associated_with,co-occurrence,0.7304,144,13940,WELL_STUDIED_PAIR,YES,,,,
Encorafenib,Encorafenib,Colorectal_Cancer,BRAF,associated_with,co-occurrence,0.7275,183,300,WELL_STUDIED_PAIR,,,,,
Vemurafenib,Vemurafenib,Colorectal_Cancer,BRAF,associated_with,co-occurrence,0.7275,115,951,WELL_STUDIED_PAIR,,,,,
Crizotinib,Crizotinib,HCC,MET,associated_with,co-occurrence,0.7254,19,2817,KNOWN_DRUG_NEW_CANCER,,,,,
Imatinib,Imatinib,AML,KIT,associated_with,co-occurrence,0.72,245,2935,WELL_STUDIED_PAIR,YES,,,,
Dabrafenib,Dabrafenib,Colorectal_Cancer,BRAF,associated_with,co-occurrence,0.72,69,836,WELL_STUDIED_PAIR,,,,,
Sorafenib,Sorafenib,GIST,VEGFR2,associated_with,co-occurrence,0.72,46,6418,WELL_STUDIED_PAIR,,,,,
Sunitinib,Sunitinib,Glioblastoma,PDGFRA,associated_with,co-occurrence,0.7176,75,3237,WELL_STUDIED_PAIR,,,,,
Binimetinib,Binimetinib,AML,MAP2K2,associated_with,co-occurrence,0.71,1,233,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,AML,MAP2K2,associated_with,co-occurrence,0.71,4,169,KNOWN_DRUG_NEW_CANCER,,,,,
Bevacizumab,Bevacizumab,GIST,VEGFR2,associated_with,co-occurrence,0.704,9,11890,KNOWN_DRUG_NEW_CANCER,,,,,
Dacomitinib,Dacomitinib,HCC,ERBB2,associated_with,co-occurrence,0.7,2,352,KNOWN_DRUG_NEW_CANCER,,,,,
Avapritinib,Avapritinib,Soft_Tissue_Sarcoma,KIT,associated_with,co-occurrence,0.7,4,30,UNEXPLORED_DRUG,,,,,
Dasatinib Anhydrous,Dasatinib,Soft_Tissue_Sarcoma,KIT,associated_with,co-occurrence,0.7,4,1413,KNOWN_DRUG_NEW_CANCER,,,,,
Baricitinib,Baricitinib,AML,JAK2,associated_with,co-occurrence,0.7,0,77,KNOWN_DRUG_NEW_CANCER,,,,,
Deuruxolitinib,Deuruxolitinib,AML,JAK2,associated_with,co-occurrence,0.7,0,1,UNEXPLORED_DRUG,,,,,
Filgotinib,Filgotinib,AML,JAK2,associated_with,co-occurrence,0.7,1,41,UNEXPLORED_DRUG,,,,,
Alpelisib,Alpelisib,Colorectal_Cancer,PIK3CA,associated_with,co-occurrence,0.7,18,500,KNOWN_DRUG_NEW_CANCER,,,,,
Copanlisib,Copanlisib,Colorectal_Cancer,PIK3CA,associated_with,co-occurrence,0.7,6,93,KNOWN_DRUG_NEW_CANCER,,,,,
Inavolisib,Inavolisib,Colorectal_Cancer,PIK3CA,associated_with,co-occurrence,0.7,2,63,KNOWN_DRUG_NEW_CANCER,,,,,
Oxaliplatin,Oxaliplatin,Breast_Cancer,TP53,associated_with,co-occurrence,0.6888,310,13815,WELL_STUDIED_PAIR,YES,,,,
Trastuzumab_deruxtecan,Trastuzumab_deruxtecan,HCC,ERBB2,associated_with,co-occurrence,0.686,0,1380,KNOWN_DRUG_NEW_CANCER,,,,,
Trastuzumab,Trastuzumab,HCC,ERBB2,associated_with,co-occurrence,0.686,26,13870,WELL_STUDIED_PAIR,,,,,
Carboplatin,Carboplatin,Breast_Cancer,TP53,associated_with,co-occurrence,0.6806,1579,13940,WELL_STUDIED_PAIR,YES,,,,
Alectinib,Alectinib,Colorectal_Cancer,RET,associated_with,co-occurrence,0.68,7,1179,KNOWN_DRUG_NEW_CANCER,,,,,
Alectinib,Alectinib,HCC,RET,associated_with,co-occurrence,0.68,0,1179,KNOWN_DRUG_NEW_CANCER,,,,,
Alectinib,Alectinib,GIST,RET,associated_with,co-occurrence,0.68,0,1179,KNOWN_DRUG_NEW_CANCER,,,,,
Ruxolitinib,Ruxolitinib,AML,JAK2,associated_with,co-occurrence,0.679,76,435,WELL_STUDIED_PAIR,,,,,
Encorafenib,Encorafenib,NSCLC,BRAF,associated_with,co-occurrence,0.679,21,300,KNOWN_DRUG_NEW_CANCER,,,,,
Vemurafenib,Vemurafenib,NSCLC,BRAF,associated_with,co-occurrence,0.679,46,951,WELL_STUDIED_PAIR,,,,,
Dabrafenib,Dabrafenib,NSCLC,BRAF,associated_with,co-occurrence,0.672,143,836,WELL_STUDIED_PAIR,,,,,
Imatinib,Imatinib,Soft_Tissue_Sarcoma,KIT,associated_with,co-occurrence,0.672,89,2935,WELL_STUDIED_PAIR,YES,,,,
Oxaliplatin,Oxaliplatin,AML,TP53,associated_with,co-occurrence,0.672,10,13815,KNOWN_DRUG_NEW_CANCER,YES,,,,
Afatinib,Afatinib,HCC,ERBB2,associated_with,co-occurrence,0.665,16,2051,KNOWN_DRUG_NEW_CANCER,,,,,
Sunitinib,Sunitinib,Colorectal_Cancer,VEGFR2,associated_with,co-occurrence,0.665,95,3237,WELL_STUDIED_PAIR,,,,,
Sorafenib,Sorafenib,AML,RAF1,associated_with,co-occurrence,0.664,332,6418,WELL_STUDIED_PAIR,,,,,
Carboplatin,Carboplatin,AML,TP53,associated_with,co-occurrence,0.664,48,13940,WELL_STUDIED_PAIR,YES,,,,
Sunitinib,Sunitinib,Soft_Tissue_Sarcoma,KIT,associated_with,co-occurrence,0.658,57,3237,WELL_STUDIED_PAIR,,,,,
Mebendazole,Mebendazole,GIST,VEGFR2,associated_with,co-occurrence,0.656,0,149,KNOWN_DRUG_NEW_CANCER,YES,,,,
Lapatinib,Lapatinib,HCC,ERBB2,associated_with,co-occurrence,0.651,35,2862,WELL_STUDIED_PAIR,,,,,
Ribociclib,Ribociclib,Ovarian_Cancer,Breast_Cancer,associated_with,co-occurrence,0.65,13,1153,KNOWN_DRUG_NEW_CANCER,,,,,
Ribociclib,Ribociclib,Type2_Diabetes,Breast_Cancer,associated_with,co-occurrence,0.65,0,1153,KNOWN_DRUG_NEW_CANCER,,,,,
Ribociclib,Ribociclib,Glioblastoma,Breast_Cancer,associated_with,co-occurrence,0.65,15,1153,KNOWN_DRUG_NEW_CANCER,,,,,
Ribociclib,Ribociclib,RCC,Breast_Cancer,associated_with,co-occurrence,0.65,1,1153,KNOWN_DRUG_NEW_CANCER,,,,,
Ribociclib,Ribociclib,Melanoma,Breast_Cancer,associated_with,co-occurrence,0.65,23,1153,KNOWN_DRUG_NEW_CANCER,,,,,
Ribociclib,Ribociclib,Multiple_Myeloma,Breast_Cancer,associated_with,co-occurrence,0.65,0,1153,KNOWN_DRUG_NEW_CANCER,,,,,
Lapatinib,Lapatinib,Melanoma,Breast_Cancer,associated_with,co-occurrence,0.65,44,2862,WELL_STUDIED_PAIR,,,,,
Lapatinib,Lapatinib,Multiple_Myeloma,Breast_Cancer,associated_with,co-occurrence,0.65,3,2862,KNOWN_DRUG_NEW_CANCER,,,,,
Lapatinib,Lapatinib,Ovarian_Cancer,Breast_Cancer,associated_with,co-occurrence,0.65,44,2862,WELL_STUDIED_PAIR,,,,,
Lapatinib,Lapatinib,RCC,Breast_Cancer,associated_with,co-occurrence,0.65,10,2862,KNOWN_DRUG_NEW_CANCER,,,,,
Lapatinib,Lapatinib,Soft_Tissue_Sarcoma,Breast_Cancer,associated_with,co-occurrence,0.65,2,2862,KNOWN_DRUG_NEW_CANCER,,,,,
Lapatinib,Lapatinib,Type2_Diabetes,Breast_Cancer,associated_with,co-occurrence,0.65,0,2862,KNOWN_DRUG_NEW_CANCER,,,,,
Olaparib,Olaparib,Glioblastoma,Breast_Cancer,associated_with,co-occurrence,0.65,53,3356,WELL_STUDIED_PAIR,,,,,
Olaparib,Olaparib,Melanoma,Breast_Cancer,associated_with,co-occurrence,0.65,26,3356,WELL_STUDIED_PAIR,,,,,
Olaparib,Olaparib,Multiple_Myeloma,Breast_Cancer,associated_with,co-occurrence,0.65,6,3356,KNOWN_DRUG_NEW_CANCER,,,,,
Olaparib,Olaparib,RCC,Breast_Cancer,associated_with,co-occurrence,0.65,11,3356,KNOWN_DRUG_NEW_CANCER,,,,,
Olaparib,Olaparib,Soft_Tissue_Sarcoma,Breast_Cancer,associated_with,co-occurrence,0.65,12,3356,KNOWN_DRUG_NEW_CANCER,,,,,
Olaparib,Olaparib,Type2_Diabetes,Breast_Cancer,associated_with,co-occurrence,0.65,0,3356,KNOWN_DRUG_NEW_CANCER,,,,,
Imatinib,Imatinib,Ewing_Sarcoma,ABL1,associated_with,co-occurrence,0.65,25,2935,KNOWN_DRUG_NEW_CANCER,YES,,,,
Imatinib,Imatinib,Prostate_Cancer,GIST,associated_with,co-occurrence,0.65,98,2935,WELL_STUDIED_PAIR,YES,,,,
Ramucirumab,Ramucirumab,CML,Colorectal_Cancer,associated_with,co-occurrence,0.65,0,1241,KNOWN_DRUG_NEW_CANCER,,,,,
Ramucirumab,Ramucirumab,Multiple_Myeloma,Colorectal_Cancer,associated_with,co-occurrence,0.65,0,1241,KNOWN_DRUG_NEW_CANCER,,,,,
Ramucirumab,Ramucirumab,Pancreatic_Cancer,Colorectal_Cancer,associated_with,co-occurrence,0.65,4,1241,KNOWN_DRUG_NEW_CANCER,,,,,
Regorafenib,Regorafenib,CML,Colorectal_Cancer,associated_with,co-occurrence,0.65,1,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Regorafenib,Regorafenib,Multiple_Myeloma,Colorectal_Cancer,associated_with,co-occurrence,0.65,1,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Regorafenib,Regorafenib,Pancreatic_Cancer,Colorectal_Cancer,associated_with,co-occurrence,0.65,5,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Imatinib,Imatinib,Multiple_Myeloma,GIST,associated_with,co-occurrence,0.65,73,2935,WELL_STUDIED_PAIR,YES,,,,
Regorafenib,Regorafenib,AML,GIST,associated_with,co-occurrence,0.65,7,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Regorafenib,Regorafenib,Glioblastoma,GIST,associated_with,co-occurrence,0.65,78,1562,WELL_STUDIED_PAIR,,,,,
Regorafenib,Regorafenib,Prostate_Cancer,GIST,associated_with,co-occurrence,0.65,4,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Sunitinib,Sunitinib,Multiple_Myeloma,GIST,associated_with,co-occurrence,0.65,14,3237,KNOWN_DRUG_NEW_CANCER,,,,,
Sunitinib,Sunitinib,Prostate_Cancer,GIST,associated_with,co-occurrence,0.65,79,3237,WELL_STUDIED_PAIR,,,,,
Regorafenib,Regorafenib,Ewing_Sarcoma,HCC,associated_with,co-occurrence,0.65,15,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Regorafenib,Regorafenib,RCC,HCC,associated_with,co-occurrence,0.65,13,1562,KNOWN_DRUG_NEW_CANCER,,,,,
Sorafenib,Sorafenib,Colorectal_Cancer,HCC,associated_with,co-occurrence,0.65,177,6418,WELL_STUDIED_PAIR,,,,,
Sorafenib,Sorafenib,Ewing_Sarcoma,HCC,associated_with,co-occurrence,0.65,11,6418,KNOWN_DRUG_NEW_CANCER,,,,,
Sorafenib,Sorafenib,Glioblastoma,HCC,associated_with,co-occurrence,0.65,82,6418,WELL_STUDIED_PAIR,,,,,
Binimetinib,Binimetinib,Breast_Cancer,Melanoma,associated_with,co-occurrence,0.65,11,233,KNOWN_DRUG_NEW_CANCER,,,,,
Binimetinib,Binimetinib,CLL,Melanoma,associated_with,co-occurrence,0.65,2,233,KNOWN_DRUG_NEW_CANCER,,,,,
Binimetinib,Binimetinib,Glioblastoma,Melanoma,associated_with,co-occurrence,0.65,5,233,KNOWN_DRUG_NEW_CANCER,,,,,
Binimetinib,Binimetinib,Ovarian_Cancer,Melanoma,associated_with,co-occurrence,0.65,13,233,KNOWN_DRUG_NEW_CANCER,,,,,
Binimetinib,Binimetinib,RCC,Melanoma,associated_with,co-occurrence,0.65,0,233,KNOWN_DRUG_NEW_CANCER,,,,,
Binimetinib,Binimetinib,Type2_Diabetes,Melanoma,associated_with,co-occurrence,0.65,0,233,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,Breast_Cancer,Melanoma,associated_with,co-occurrence,0.65,14,169,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,CLL,Melanoma,associated_with,co-occurrence,0.65,0,169,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,Glioblastoma,Melanoma,associated_with,co-occurrence,0.65,3,169,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,Ovarian_Cancer,Melanoma,associated_with,co-occurrence,0.65,9,169,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,RCC,Melanoma,associated_with,co-occurrence,0.65,2,169,KNOWN_DRUG_NEW_CANCER,,,,,
Cobimetinib,Cobimetinib,Type2_Diabetes,Melanoma,associated_with,co-occurrence,0.65,0,169,KNOWN_DRUG_NEW_CANCER,,,,,
Encorafenib,Encorafenib,Breast_Cancer,Melanoma,associated_with,co-occurrence,0.65,8,300,KNOWN_DRUG_NEW_CANCER,,,,,
Encorafenib,Encorafenib,CLL,Melanoma,associated_with,co-occurrence,0.65,0,300,KNOWN_DRUG_NEW_CANCER,,,,,
Encorafenib,Encorafenib,Glioblastoma,Melanoma,associated_with,co-occurrence,0.65,4,300,KNOWN_DRUG_NEW_CANCER,,,,,
Encorafenib,Encorafenib,Ovarian_Cancer,Melanoma,associated_with,co-occurrence,0.65,1,300,KNOWN_DRUG_NEW_CANCER,,,,,
Encorafenib,Encorafenib,Type2_Diabetes,Melanoma,associated_with,co-occurrence,0.65,0,300,KNOWN_DRUG_NEW_CANCER,,,,,
Ipilimumab,Ipilimumab,CLL,Melanoma,associated_with,co-occurrence,0.65,9,3000,KNOWN_DRUG_NEW_CANCER,,,,,
Ipilimumab,Ipilimumab,Glioblastoma,Melanoma,associated_with,co-occurrence,0.65,31,3000,WELL_STUDIED_PAIR,,,,,
Ipilimumab,Ipilimumab,Ovarian_Cancer,Melanoma,associated_with,co-occurrence,0.65,19,3000,KNOWN_DRUG_NEW_CANCER,,,,,
Ipilimumab,Ipilimumab,RCC,Melanoma,associated_with,co-occurrence,0.65,302,3000,WELL_STUDIED_PAIR,,,,,
Ipilimumab,Ipilimumab,Type2_Diabetes,Melanoma,associated_with,co-occurrence,0.65,0,3000,KNOWN_DRUG_NEW_CANCER,,,,,
Nivolumab,Nivolumab,Breast_Cancer,Melanoma,associated_with,co-occurrence,0.65,140,7463,WELL_STUDIED_PAIR,,,,,
Nivolumab,Nivolumab,CLL,Melanoma,associated_with,co-occurrence,0.65,16,7463,KNOWN_DRUG_NEW_CANCER,,,,,
Nivolumab,Nivolumab,Glioblastoma,Melanoma,associated_with,co-occurrence,0.65,105,7463,WELL_STUDIED_PAIR,,,,,
Nivolumab,Nivolumab,Ovarian_Cancer,Melanoma,associated_with,co-occurrence,0.65,65,7463,WELL_STUDIED_PAIR,,,,,
Nivolumab,Nivolumab,Type2_Diabetes,Melanoma,associated_with,co-occurrence,0.65,0,7463,KNOWN_DRUG_NEW_CANCER,,,,,
Pembrolizumab,Pembrolizumab,Breast_Cancer,Melanoma,associated_with,co-occurrence,0.65,728,8884,WELL_STUDIED_PAIR,,,,,
Pembrolizumab,Pembrolizumab,CLL,Melanoma,associated_with,co-occurrence,0.65,18,8884,KNOWN_DRUG_NEW_CANCER,,,,,
Pembrolizumab,Pembrolizumab,Glioblastoma,Melanoma,associated_with,co-occurrence,0.65,64,8884,WELL_STUDIED_PAIR,,,,,
Pembrolizumab,Pembrolizumab,Ovarian_Cancer,Melanoma,associated_with,co-occurrence,0.65,134,8884,WELL_STUDIED_PAIR,,,,,
Pembrolizumab,Pembrolizumab,Type2_Diabetes,Melanoma,associated_with,co-occurrence,0.65,0,8884,KNOWN_DRUG_NEW_CANCER,,,,,
Afatinib,Afatinib,Multiple_Myeloma,NSCLC,associated_with,co-occurrence,0.65,4,2051,KNOWN_DRUG_NEW_CANCER,,,,,
Alectinib,Alectinib,Multiple_Myeloma,NSCLC,associated_with,co-occurrence,0.65,1,1179,KNOWN_DRUG_NEW_CANCER,,,,,
Atezolizumab,Atezolizumab,Multiple_Myeloma,NSCLC,associated_with,co-occurrence,0.65,8,3302,KNOWN_DRUG_NEW_CANCER,,,,,
Crizotinib,Crizotinib,Multiple_Myeloma,NSCLC,associated_with,co-occurrence,0.65,4,2817,KNOWN_DRUG_NEW_CANCER,,,,,
Erlotinib,Erlotinib,Multiple_Myeloma,Pancreatic_Cancer,associated_with,co-occurrence,0.65,10,6432,KNOWN_DRUG_NEW_CANCER,,,,,
Gefitinib,Gefitinib,Multiple_Myeloma,NSCLC,associated_with,co-occurrence,0.65,19,6742,KNOWN_DRUG_NEW_CANCER,,,,,
Nivolumab,Nivolumab,Multiple_Myeloma,NSCLC,associated_with,co-occurrence,0.65,32,7463,WELL_STUDIED_PAIR,,,,,
